"Name","X","Y"
"Arneld",213.1687,-1083.6823
"Nymeria",1909.5082,11.864156
"Garlan Tyrell",659.1854,-201.00603
"Visenya Targaryen",-888.47284,-1696.0327
"Rhaenys Targaryen",-973.6657,-1732.9427
"Aenys I Targaryen",-903.9597,-1620.8789
"Jaehaerys I Targaryen",-828.6651,-1763.6716
"Sorrowful Man",458.96667,-1899.5486
"Belwas",714.20416,-1385.7305
"Steelshanks Walton",119.846535,736.01355
"Utt",508.9966,808.4842
"Qyburn",506.51556,393.66028
"Urswyck",331.44196,1030.8713
"Harys Haigh",159.90305,1170.7726
"Bolton guard",-77.58051,1602.4045
"Roland Crakehall (lord)",1029.1357,558.744
"Philip Foote",958.5272,-44.125698
"Edwyd Fossoway",648.10315,-922.8528
"Willit",1044.282,115.04751
"Josmyn Peckledon",681.07904,506.08795
"Bonifer Hasty",649.358,34.139843
"Scrapesword",644.8875,-464.48477
"Aurane Waters",594.2916,-207.00165
"Alesander Staedmon",594.6204,-517.75415
"knight of solemn mien",1305.2799,234.8196
"Dykk Harlaw",-976.70245,906.3167
"Endehar",-1180.3724,906.4406
"Harrag Sharp",-1052.0627,842.2654
"Kenned the Whale",-841.4553,832.2008
"Joanna Lannister",540.47644,50.48797
"Ballabar",734.8751,210.72916
"Ragwyle",-1509.8319,-575.37286
"Edwyle Stark",577.7227,-633.44293
"Willam Stark",1456.3184,-895.8367
"Artos Stark",1657.8387,-880.54456
"Donnor Stark",1684.4532,-782.9259
"Beron Stark",1245.7295,-451.19476
"Rodwell Stark",1755.8182,-740.3663
"Jonnel Stark",1800.7395,-661.47156
"Barthogan Stark",1797.2173,-587.94415
"Lord Brandon",1726.0875,-676.05
"Small Paul",-1386.5216,-201.26115
"Blane",-1309.324,-182.71059
"Grubbs",-1779.5267,63.138794
"Aethan",-1736.1478,118.544525
"Bannen",-1255.1034,-328.1697
"Softfoot",-1693.6382,-183.00272
"Kedge Whiteye",-1096.146,-399.94962
"Goady",-1609.9443,-125.248604
"Tumberjon",-1543.7941,-299.51923
"Donnel Hill",-1153.0206,-385.85803
"Clubfoot Karl",-1349.0616,-376.86377
"Dirk",-1313.5704,-352.2242
"Ollo Lophand",-1307.8381,-308.77393
"Sawwood",-1592.781,-200.58566
"Maslyn",-1502.0471,-191.11066
"Violet",-369.28848,1579.1501
"Iggo",628.8185,1343.6158
"Arianne Martell",1317.55,-369.05603
"the fifth man",-523.901,-1503.598
"Alerie Hightower",716.5604,-308.09457
"Olenna Redwyne",646.30524,-257.5039
"Kennos of Kayce",758.4336,624.5576
"Erryk",909.45715,-327.9776
"Arryk",899.5231,-377.49948
"Megga Tyrell",950.17725,-152.84325
"Alla Tyrell",850.2781,-208.66336
"Elinor Tyrell",895.29315,-120.58443
"Janna Tyrell",893.9127,-190.40555
"Leonette Fossoway",783.4825,-313.7611
"Nysterica",1016.4568,-223.4676
"Alyce Graceford",967.39264,-335.14206
"Alysanne Bulwer",829.3012,-282.26355
"Meredyth Crane",901.99835,-252.04112
"Taena of Myr",869.5474,-47.27255
"Luthor Tyrell",1056.1904,-466.22748
"Garth Greenhand",-1063.1218,-1522.4109
"Butterbumps",843.7062,-368.6964
"Willas Tyrell",789.21295,-391.92694
"Oberyn Martell",973.5457,-224.1935
"Lenyl",-1544.1846,-732.35486
"Ryk",-1463.955,-674.16046
"Styr",-1421.0476,-535.51135
"Tormund",-1167.6365,-666.78687
"Val",-1015.94885,-572.21954
"Jarl",-1506.5797,-476.9511
"Lord Commander Qorgyle",-890.2976,62.041016
"Mullin",-1241.4861,-703.57
"Groleo",781.5112,-1294.9181
"Myles Mooton",753.4723,-834.10175
"Richard Lonmouth",1240.2659,-879.92883
"Jon Connington",251.42847,-755.9364
"Khorane Sathmantes",-533.3674,-1359.8606
"Meizo Mahr",-600.40076,-1323.6246
"son Rambton B",-836.7564,-1442.2036
"son Rambton C",-937.31714,-1408.709
"Jate Blackberry",-425.58917,-1485.4384
"Chyttering (father of Lucos)",-358.75858,-1520.8328
"Hookface Will",-258.3868,-1473.8046
"Hal the Hog",-317.8367,-1482.3217
"Boy",714.5786,992.7679
"Husband",759.47455,964.1643
"Sharna",854.5509,1062.5914
"Sumner Crakehall",-484.60614,800.835
"Harlan Grandison",1067.4282,-1038.2395
"Owen Merryweather",639.1188,-375.9968
"Qarlton Chelsted",722.0522,-562.1503
"Elys Westerling",1236.9473,655.79877
"Aegon II Targaryen",-1850.4595,-675.3079
"Gerardys",-1956.6238,-405.64365
"Gormon Tyrell",362.49768,-1052.1483
"Lem",591.9494,742.7501
"Tom of Sevenstreams",564.83655,808.5518
"Old Pate",1067.8884,1484.406
"Fern",1104.9872,1320.054
"Greenbeard",699.12,712.5595
"Jack-Be-Lucky",668.00244,812.3956
"Sybell Spicer",234.70471,733.05194
"Rolph Spicer",173.79948,772.8254
"Raynald Westerling",-143.68683,811.23627
"Eleyna Westerling",188.45758,1091.8021
"Rollam Westerling",204.84126,1034.756
"Jeyne Westerling",172.97043,708.3245
"Jeyne Westerling (wife of Maegor I)",-801.23004,-1839.8137
"Mag Mar Tun Doh Weg",-1337.3501,-797.5659
"Varamyr",-1391.4159,-638.2684
"Toregg the Tall",-1369.1212,-862.3122
"Dormund",-1536.62,-658.85944
"Munda",-1550.5807,-801.1384
"seamstress",975.2917,-618.4823
"Alyn Ambrose",1000.1717,-143.83675
"Black Bernarr",-1198.3091,-484.39246
"Melessa Florent",-154.58981,-788.5789
"Talla Tarly",-200.55513,-746.68506
"Other 2",-1608.8239,-50.068726
"Mawney",-1854.2994,-36.660378
"Horton Redfort",-215.57469,96.614235
"Quentyn Martell",1157.8617,-1018.376
"Lord Farman",1559.2838,581.9872
"Elwood",-8.960687,1487.8425
"the watcher",-541.0757,1087.4497
"William Mooton",898.25244,-674.5535
"Timeon",398.83545,1026.8673
"Zollo",344.16785,971.39795
"Maynard",1527.3102,1146.6171
"Roone",269.2927,-404.08868
"Lymond Lychester",1050.9766,676.8291
"Lady of the Leaves",780.1398,1151.0951
"Wat",965.8329,96.23488
"Ghost of High Heart",548.1413,221.47371
"Theomar Smallwood",850.19763,1471.6477
"Ravella Swann",792.83923,1087.1526
"Carellen Smallwood",1013.6081,1633.8483
"Kraznys mo Nakloz",655.8384,-1216.3123
"Missandei",836.0855,-1334.0411
"Hugo Wull",-831.5739,-0.4754197
"Brandon Norrey",-907.29767,-378.14642
"Liddle man",-1059.3628,377.1429
"Porridge",-659.9316,-1220.141
"Lamprey",-562.7171,-1253.6874
"Ryam Florent",-655.29114,-1124.6355
"Grigg the Goat",-1636.7876,-439.65778
"Grazdan mo Ullhor",799.3518,-1219.7245
"Grazdan 2",557.07043,-1276.6599
"Grazdan 3",593.9885,-1232.4183
"Grazdan 4",638.08527,-1412.4037
"Garth Tyrell",866.31506,-459.0728
"Orton Merryweather",810.99695,54.538513
"Denys Arryn",-268.01297,-596.6365
"Harle the Huntsman",218.8467,479.97675
"Alyce",1000.9101,1347.2189
"Tansy (innkeep)",883.5718,1009.4044
"Cass",833.12885,1182.1066
"Lanna (Peach)",557.30066,874.46625
"Jyzene",864.7248,1129.0818
"Helly",953.3546,1384.0121
"Leslyn",1166.7422,699.6809
"Bella",994.597,1228.351
"Errok",-1674.415,-499.93198
"Walter Whent",511.20328,-659.94965
"Alaric of Eysen",1769.2001,3.3690448
"Hamish the Harper",1364.0566,385.6002
"Gerion Lannister",664.3571,417.869
"Fornio",-1273.0209,-569.9717
"Byam Flint",-1271.0039,-411.35776
"Garth of Oldtown",-1216.7,-433.05252
"Garth of Greenaway",-1304.3322,-530.02594
"Alan of Rosby",-1222.0277,-584.3311
"Ronnel Harclay",-1328.5736,-485.66333
"Tim Stone",-1241.2308,-521.47095
"Ulmer",-973.6379,-374.72006
"Fletcher Dick",-1046.299,47.35187
"Simon Toyne",-566.3851,-299.05957
"Smiling Knight",-415.18875,-216.19125
"Oswyn",-1096.717,13.079048
"Wenda",-781.9218,167.42992
"Big Belly Ben",-659.7593,115.5206
"Rolley",-1269.1084,-471.73297
"Muttering Bill",-1324.8577,-436.68457
"Garth Greyfeather",-1136.53,-511.18954
"Orphan Oss",-1184.4868,-552.2613
"Dyah",-1457.9414,-39.534992
"Ferny",-1395.7097,-48.01025
"Monster",-1016.9797,-39.00054
"Lister",1285.1401,1342.5356
"Lennocks",1160.1227,1429.479
"Mudge (miller)",672.1303,872.4809
"Matt",2008.4872,-145.91934
"Randa",2009.7036,-11.9226265
"Lord Darry",295.67535,1242.616
"Harry Rivers",-369.64948,1706.1802
"Edric Dayne",618.4226,495.82895
"Dennet",828.83386,767.1039
"Kyle",732.149,886.2645
"Melly",826.24255,829.40765
"Lothar Frey",-89.59855,981.8957
"Roslin Frey",-91.749626,1069.7394
"Bethany Rosby",-318.0845,1235.8002
"Daemon Blackfyre",-593.1039,-1655.895
"Rhaenyra Targaryen",-1846.7677,-800.00616
"Lord Grandison",1017.03394,-382.99496
"Lord Cafferen",765.544,-750.4821
"Lord Belgrave",-667.7896,-1701.619
"Monterys Velaryon",-748.8595,-1208.5018
"Lester Morrigen",-104.21649,-1134.885
"Rolland Storm",-112.478806,-920.2597
"Lucos Chyttering",-756.3092,-1353.7842
"Belis",816.2279,-655.02155
"Garigus",681.8648,-684.8566
"Alys Karstark",-700.0144,-194.70139
"Walda Frey (daughter of Walton)",-139.87589,1081.3254
"Walda Frey (daughter of Merrett)",-237.87459,933.4038
"Deziel Dalt",1198.9503,-149.7193
"Tremond Gargalen",1188.0269,-88.70794
"Harmen Uller",1201.256,89.839905
"Ulwyck Uller",1083.0872,-74.618515
"Ryon Allyrion",1149.0591,-187.99811
"Daemon Sand",1227.1758,-109.69288
"Dagos Manwoody",1236.4967,-66.48933
"Myles Manwoody",1150.0238,85.729034
"Mors Manwoody",1232.201,-3.2529519
"Dickon Manwoody",1176.8168,-18.21512
"Arron Qorgyle",1183.7881,37.48078
"Myria Jordayne",1158.916,-126.65777
"Larra Blackmont",1132.1624,-52.58782
"Jynessa Blackmont",1091.1686,-16.669956
"Perros Blackmont",1235.7585,47.90676
"Ellaria Sand",1096.7258,-139.22209
"Merlon Crakehall",1133.7874,21.315351
"Edgar Yronwood",1772.1735,-105.94788
"Ralph Buckler",1416.174,23.15914
"Leo Tyrell (Longthorn)",-36.042187,-957.0808
"Notch",606.74896,858.92926
"Beardless Dick",712.1062,772.5017
"Watty the Miller",768.97644,783.8365
"Merrit",570.8058,697.65295
"Jayde",1230.4032,1377.2927
"Puddingfoot",724.92444,829.51697
"Likely Luke",776.02936,854.8639
"Alysanne Targaryen",-611.36053,-1905.1056
"Big Boil",-1594.3749,-532.7555
"Dan",-1761.0625,-429.95868
"Dick Follard",-1232.7102,-1050.1359
"Wynton Stout",-546.93304,-813.697
"Quort",-1675.1843,-572.3889
"Bodger",-1698.6564,-424.1715
"Del",-1732.0599,-553.21124
"Henk the Helm",-1743.227,-365.3775
"Toefinger",-1745.3464,-491.98865
"Stone Thumbs",-1654.8059,-369.82672
"Lenn",-1701.8843,-322.91907
"Grey Worm",869.611,-1279.3281
"Prendahl na Ghezn",759.5042,-1156.8611
"Sallor the Bald",828.11035,-1142.2162
"Daario Naharis",907.21063,-1229.74
"Mero",486.91913,-1276.3907
"Grazdan mo Eraz",970.3759,-1085.7306
"Green Gergen",1369.0145,812.3133
"Allyria Dayne",981.17267,-523.39056
"Pyg",631.7991,1107.7487
"Nage",334.85388,434.92343
"Walderan Tarbeck",1309.4491,730.8404
"Ellyn Reyne",907.9326,839.7048
"Three Toes",721.14154,1082.1941
"Lymond Goodbrook",-90.53613,1728.4652
"Jenny of Oldstones",484.22476,-825.61456
"Tristifer IV Mudd",1862.6879,763.1091
"Tristifer V Mudd",1901.7563,641.1905
"Raymar Royce",1272.5347,597.2104
"Ryles",-1627.0159,22.411907
"Coldhands",-1000.02136,132.37994
"Benfrey Frey",-266.60403,1015.26105
"Arwyn Frey",-191.45427,1109.7048
"Shirei Frey",-222.8863,1000.80536
"Amerei Frey",123.50733,908.747
"Merianne Frey",-248.52588,1105.529
"Cersei Frey",-313.82095,1033.9065
"Walda Frey 3",-171.72893,1153.6588
"Tyta Frey",-128.12746,1139.5183
"Walda Frey 4",-284.38165,1072.88
"Alyx Frey",-278.2987,968.53284
"Marissa Frey",-223.48233,1144.5151
"Serra Frey",-231.97623,1048.5219
"Sarra Frey",-190.21436,1048.5818
"Walda Rivers",-292.67178,1146.3398
"Aemon Rivers",-191.40192,1306.81
"Raymund Frey",-80.628235,1135.4247
"Lucias Vypren",-94.81338,1207.1707
"Lythene Frey",-162.58691,1225.0425
"Damon Vypren",-122.37024,1240.7106
"Leslyn Haigh",-62.876137,1410.7823
"Donnel Haigh",207.9428,1252.8358
"Brenett",-288.39438,1518.0746
"Willamen Frey",-321.07153,1106.7566
"Alesander Frey",-242.47156,1203.6115
"Symond Frey",-244.14453,710.9011
"Owen Norrey",-407.11188,1433.7411
"Joy Hill",764.2471,500.5288
"Gerald Gower",-392.2729,-1238.7826
"Andrew Estermont",-359.43164,-1081.1724
"Barth",-710.44086,-1877.168
"Lord Fell",1004.66315,-727.19
"Silveraxe Fell",1148.3348,-714.3722
"Roro Uhoris",-104.74654,-1367.0876
"Mully",-924.8876,-679.0574
"Sky Blue Su",-1179.8185,-1300.9636
"Meliana",-1109.2897,-1330.2153
"Kegs",-1091.0433,-749.8344
"Spare Boot",-1069.0251,-662.2069
"Easy",-1180.7358,-1143.5491
"Dornish Dilly",-1050.4407,-1175.1863
"Red Alyn of the Rosewood",-1041.0269,-842.0758
"Young Henly",-1078.3088,-1236.3661
"Old Henly",-1129.7322,-1182.7549
"Hairy Hal",-1153.9191,-757.48975
"Owen the Oaf",-853.1553,-644.5685
"Night's King",1927.8448,552.58325
"Oznak zo Pahl",395.4214,-1937.8743
"Ben Plumm",728.52045,-1231.5774
"Scarb",566.5871,-1906.8584
"Manfred Swann",1402.4048,-973.5233
"Brella",784.20874,157.40073
"Kaeth",-127.349464,-1556.1829
"Viserys II Targaryen",-415.2569,-1872.9369
"Oppo",482.39047,-1119.7673
"Penny",735.88666,-1038.1895
"Oswell Kettleblack",287.69315,-546.9387
"Bertram Beesbury",1362.9377,872.86633
"Samwell Spicer",1504.6786,676.37646
"Lewys the Fishwife",-354.8625,-1292.6886
"Triston of Tally Hill",-426.7602,-1359.0471
"Omer Blackberry",-351.45117,-1386.704
"Hareth (Mole's Town)",-868.9047,-782.4227
"Zei",-1083.4403,-811.6132
"Jack Bulwer",-922.1769,-606.9062
"Balman Byrch",1130.4259,-306.86023
"Lyonel Tyrell (lord)",-1465.6615,-1365.4222
"Duncan the Tall",-240.17664,-990.6607
"Lyonel Selmy",1345.0874,-920.8219
"Duncan Targaryen",153.72421,-1145.3246
"Maelys Blackfyre",-210.5586,-1552.4155
"Lormelle Long Lance",1377.2142,-856.0304
"Cedrik Storm",1272.0753,-1053.3793
"Gwayne Gaunt",367.69946,-666.8137
"Jeyne Swann",1428.854,-1050.6857
"Blackshield",192.876,-1646.423
"Donnel Swann",732.4045,-705.62085
"Elwood Harte",1515.2992,-947.8644
"Kella",283.02258,-682.8285
"Bryen",348.38327,-738.221
"Grisel",418.13666,-697.05804
"Umfred",190.19815,-710.367
"Lord Corbray",-725.30804,58.03675
"Watt of Long Lake",-1601.0486,-631.60144
"Aladale Wynch",-1322.8105,-1084.5939
"Tim Tangletongue",-1188.8397,-831.19867
"Glendon Hewett",-603.2403,-881.56525
"Mellario",1315.5831,-579.3142
"Baelor Hightower",280.03802,-904.5437
"Oberyn's Mother",1136.397,-403.04587
"Ghael",981.42804,-1188.5532
"Cleon",1344.2739,-1214.9877
"Donyse",1257.3256,802.896
"Torwynd",-1618.4531,-969.31555
"Quenn",-1739.7213,-12.781224
"Pimply squire",923.02606,1156.0956
"Ternesio Terys",192.005,1755.7609
"Sigorn",-799.0833,-412.8878
"Lum",1355.0216,-55.536118
"Lester",1335.8942,94.20468
"Harmune",-927.88934,-1159.9458
"Emmett",-777.2976,-776.6021
"Myranda Royce",-87.34802,-315.72012
"Lord Bracken",-237.49323,379.12415
"Lord Blackwood",-169.87814,385.3315
"Mariya Darry",250.10799,901.89996
"Mylenda Caron",38.297874,1254.4436
"Janyce Hunter",-72.607834,1491.8667
"Annara Farring",2.9402893,1291.664
"Garse Goodbrook",-178.50192,1528.1044
"Kyra Frey",-52.661774,1303.6223
"Tytos Frey",-10.796473,1197.3947
"Mollander",-81.53695,-1258.9932
"Alleras",-344.76083,-1185.3187
"Rosey",-404.719,-1570.1543
"Pate (novice)",-285.11356,-886.9061
"Emma",-302.19562,-1695.1937
"Armen",-148.42719,-1337.6699
"Ebrose",113.444336,-761.46185
"Alchemist",-473.05994,-1225.115
"Walgrave",-470.2522,-1437.9698
"Benedict",-141.46808,-1685.583
"Vaellyn",23.686407,-1638.4363
"Perestan",-376.57486,-1639.0475
"Ryam",-273.66586,-1607.1316
"Moryn Tyrell",626.18463,-1031.1606
"Emmond",-1809.0195,488.16846
"The Sparr",-1884.1638,474.90414
"Steffarion Sparr",-1887.2645,618.9804
"Greydon Goodbrother",-1792.171,839.48865
"Gormond Goodbrother",-1801.3671,648.33496
"Gran Goodbrother",-1755.045,703.37366
"Norjen",-1822.6389,562.1895
"Rus",-1903.182,543.83704
"Tarle the Thrice-Drowned",-1357.1292,1042.5289
"Quellon Greyjoy",-1225.1875,965.1986
"Harlon Greyjoy",-1286.0096,1092.075
"Quenton Greyjoy",-1336.563,832.4006
"Donel Greyjoy",-1681.6099,964.3798
"Urrigon Greyjoy",-1159.7064,1226.74
"Robin Greyjoy",-1098.4136,1261.9536
"Gysella Goodbrother",-1846.0508,715.0196
"Gwin Goodbrother",-1756.5762,774.152
"Murenmure",-1840.0825,784.67316
"Meldred Merlyn",-1507.2192,1092.4276
"Areo Hotah",1311.3668,-289.70007
"Caleotte",1365.9861,-186.0329
"Obara Sand",1442.0449,-233.18658
"Nymeria Sand",1463.2776,-279.89844
"Ricasso",1315.8115,-225.85107
"Mors Martell",1670.8119,-243.32123
"Olyvar Martell",1578.3932,-525.4586
"Tyene Sand",1411.0162,-296.22473
"Manfrey Martell",1290.3329,-432.18073
"Sarella Sand",1532.1226,-395.9736
"Senelle",1117.3533,158.6774
"Jocelyn Swyft",823.48047,288.1531
"Puckens",983.88995,379.59354
"Shortear",854.8418,354.92432
"Hoke",1041.5798,409.78082
"Creighton Longbough",1510.987,879.1274
"Illifer",1496.0193,810.3189
"Herbert Bolling",1700.0472,1088.0769
"Lucas Lothston (father of Manfryd)",-168.72385,1954.1348
"Manfryd Lothston",-311.58945,1930.2074
"Knight of the Red Chicken",1773.1022,894.3874
"Shadrick",1151.8887,594.6431
"Hibald",1421.3154,975.3253
"Naggle",1449.1378,908.7192
"Denyo Terys",268.13644,1734.3582
"Yorko Terys",201.39311,1838.7993
"Waif",474.3553,1730.8535
"Kindly man",316.96042,1857.8522
"Renfred Rykker",879.5848,-552.11
"Lambert Turnberry",915.56903,228.11186
"Dorna Swyft",827.7735,445.98703
"Rennifer Longwaters",1285.1019,499.51297
"Alyn Velaryon",-1540.975,-1292.0236
"Denys Darklyn",316.2463,-957.3293
"Rufus Leek",1301.8556,-708.66486
"Lady Rykker",1247.1809,-761.88324
"Serala of Myr",155.54405,-1545.9905
"Symon Hollard",420.0694,-1149.3455
"Jon Hollard",211.38147,-1471.4387
"Robin Hollard",234.47026,-1399.2789
"Steffon Hollard",384.51212,-1236.6405
"Roelle",1149.8156,1235.2074
"Dick Crabb",980.3966,1118.3563
"Humfrey Wagstaff",1552.7816,239.89355
"Goodwin",1284.3839,1132.7865
"Gretchel",27.435581,-483.74875
"Maddy",-25.334534,-464.7679
"Marwyn Belmore",7.367024,-300.2096
"Symond Templeton",-152.05878,-195.85547
"Benedar Belmore",-137.1637,-252.81764
"Gilwood Hunter",-161.55963,-131.4481
"Samwell Stone",-326.03687,-218.73297
"Lyonel Corbray",-224.25095,-181.65831
"Ronnel Arryn (son of Jasper)",-510.13754,-218.23186
"Boremund Harlaw",-1580.0155,1073.2253
"Hotho Harlaw",-1398.173,1199.036
"Harras Harlaw",-1415.6719,1117.4587
"Sigfryd Harlaw",-1580.3589,1010.55414
"Three-Tooth",-1684.6597,852.31635
"Tristifer Botley",-1220.3346,821.81854
"Harren Botley",-1128.5907,1531.8309
"Gawen Glover",-840.6767,1231.5355
"Erena Glover",-935.58826,1242.7234
"Baelor Blacktyde",-1258.23,1144.7408
"Beron Blacktyde",-1263.6218,1563.3451
"Old Grey Gull",-1788.7255,917.45276
"Waldon Wynch",-929.5105,1552.3304
"Germund Botley",-985.48755,1463.4744
"Joseran",-1737.2773,418.67538
"Alyn Orkwood",-1210.6084,1313.7212
"Jon Myre",-1060.3643,1449.2867
"Lucas Codd",-1270.9373,1289.2281
"Harren Half-Hoare",-984.0131,1739.5513
"Red Oarsman",-1284.2542,1344.967
"Kemmett Pyke",-865.7798,1793.6587
"Rodrik Freeborn",-1595.4631,1214.5961
"Torwold Browntooth",-1170.0905,1407.4299
"Melara Hetherspoon",1643.4861,304.71893
"Philip Plumm",1582.8298,499.09485
"Viserys I Targaryen",-1817.0858,-877.3971
"Damion Lannister",888.1592,491.8567
"Maggy the Frog",1660.9965,164.69524
"Edgerran Oakheart",1607.0966,1241.5093
"Alester Oakheart",1752.6775,994.1554
"Olyvar Oakheart",-1387.4125,-1402.0338
"Eglantine",1268.0612,-603.5287
"Gascoyne of the Greenblood",1379.0208,-508.0154
"Maron Martell",-270.19772,-1797.8862
"Terrence Toyne",-556.072,-1820.3356
"Lucamore Strong",-642.71014,-1822.0201
"Criston Cole",-1916.3156,-643.7712
"Loreza Sand",1545.0121,-450.71188
"Dorea Sand",1591.6305,-265.6979
"Alyse Ladybright",1709.1295,-526.2127
"Aegor Rivers",-862.6362,-1377.1283
"Anders Yronwood",1496.8995,-803.9307
"Cedric Payne",1753.2277,412.5554
"Lorimer the Belly",1406.315,589.44714
"Hyle Hunt",832.53406,522.466
"Ben Bushy",1002.4262,251.60997
"Richard Farrow",1057.2128,241.99567
"Will the Stork",1011.3059,198.54575
"Edmund Ambrose",1043.9772,307.48413
"Hugh Beesbury",988.61554,321.42667
"Owen Inchfield",952.1487,275.11465
"Old Tattersalt",-740.03156,-935.44934
"Garrison Prester",1511.9487,517.6161
"Robin Moreland",1492.8177,607.4653
"Dermot of the Rainwood",836.4634,577.99963
"Jon Bettley",1089.9072,539.5855
"Humfrey Swyft",1186.5585,515.162
"Tyrion Tanner",1247.6838,-344.8548
"Gwayne Corbray",-37.875813,1978.8629
"Donnel of Duskendale",194.14667,2007.2014
"Gyles Belgrave",-1913.7142,-325.84085
"Dorcas",795.7423,230.72385
"Raynard",1455.9093,412.92456
"Torbert",1646.1461,380.2852
"Ollidor",1816.3438,569.9662
"Luceon Frey",1835.7522,480.94666
"Nute",-1298.8546,1209.5945
"Ralf Stonehouse",-1355.274,1143.973
"Ralf Kenning",-1191.128,1165.3257
"Ralf the Limper",-1428.763,1052.2
"Fralegg",-1367.1954,1376.5443
"Alvyn Sharp",-1382.6105,1308.6962
"Will Humble",-1758.2456,287.44052
"Lenwood Tawney",-1791.4569,341.45047
"Romny Weaver",-1887.0792,267.0649
"Eldred Codd",-1844.9889,383.52414
"Maron Volmark",-769.78534,1823.1079
"Stonehand",-1077.9222,1388.994
"Quellon Humble",-1142.2031,1354.4335
"Ralf the Shepherd",-1124.3181,1458.6366
"Ralf of Lordsport",-1204.1022,1460.4639
"Qarl the Thrall",-1245.6365,1403.7123
"Sigfry Stonetree",-1555.1163,1279.6986
"The Stonehouse",-1459.2769,1329.7533
"Erik Ironmaker",-737.6294,1410.4496
"Thormor Ironmaker",-521.77545,1835.8547
"Denys Drumm",-1684.8448,1106.1754
"Donnel Drumm",-1725.926,1030.7207
"Vickon Greyjoy",-979.3761,-1563.5784
"Harmund Sharp",-1607.7677,870.9748
"Raymond Nayland",1137.2393,295.70966
"Harry Sawyer",1148.3217,242.51483
"Robin Potter",1115.8329,350.0307
"Andrey Dalt",1385.7297,-424.59216
"Sylva Santagar",1285.2339,-510.3176
"Garin (orphan)",1450.2297,-385.76404
"Gerold Dayne",1147.082,-512.01074
"Ormond Yronwood",1579.5594,-780.6543
"Cletus Yronwood",1529.3682,-1013.69745
"Dake",1498.6722,-680.4855
"Rolder",1538.9972,-620.1833
"Rosamund Lannister",1387.6478,-594.5194
"Umma",587.71515,1822.9664
"Bellegere Otherys",942.07324,1577.236
"Fat fellow",365.81625,1805.8157
"Stern face",25.612926,1748.597
"Handsome Man",493.40863,1839.4132
"Squinter",355.3304,1739.8688
"Lordling",435.40164,1782.1135
"Starved man",-31.726913,1800.97
"Brusco",786.50665,1730.3448
"Mela",-18.486883,-658.37054
"Edmund Waxley",-201.0239,-274.08798
"Helliweg",70.722015,-859.9156
"Lucos",13.32356,-804.23486
"Gerold Grafton",-189.42172,-332.40814
"Jon Lynderly",-146.28177,-365.752
"Harrold Hardyng",-267.66525,-444.85422
"Harlan Hunter",-435.12466,-145.45735
"Noho Dimittis",944.2827,-463.08472
"Portifer Woodwright",1462.4746,287.08722
"Symon Santagar",1844.871,-516.5554
"Jeyne Farman",1653.169,236.64641
"Alyn Hunt",1646.3442,820.2014
"Meribald",1041.5242,1141.4734
"Willam",1032.4243,1704.0393
"Robin",1198.4043,1532.2917
"Owen (knight)",1137.059,1584.5145
"Jon Pox",1108.6384,1649.3323
"Moonshadow",-865.284,-1293.5836
"Nightingale",-916.0054,-1245.2456
"Terro",-718.36835,413.12927
"Orbelo",-660.18494,281.1174
"Sailor's Wife",195.33884,71.39868
"Yna",-336.98706,159.58142
"Xhondo Dhoru",-686.1629,-1016.96454
"Steffon Swyft",649.8952,724.09875
"Gulian",1369.2186,511.88184
"Lewys Piper",503.70386,892.2791
"Roger Hogg",1001.79144,806.12646
"Ronald Connington",649.23206,-827.0189
"Bayard Norcross",1660.0103,22.43576
"Courtenay Greenhill",1772.3088,82.9406
"Lucantine Woodwright",1751.6957,253.33223
"Russell Merryweather",1622.2565,74.36224
"High Septon 3",1257.1342,261.3243
"High Septon 0",-1138.0735,-1524.233
"Manfred Hightower (Aegon's Conquest)",-1198.3827,-1587.9646
"Wulfe",-850.70667,1565.536
"Ragnor Pyke",-1120.8429,1615.5359
"Talbert Serry",-923.0633,1706.4355
"Osbert Serry",-969.22296,1619.0471
"Dusky woman",-776.81824,1568.9386
"Guthor Grimm",-1303.0312,1504.3945
"Humfrey Hewett",-1031.442,1590.7578
"Falia Flowers",-1056.9838,1689.4194
"Cragorn",-1374.1692,1481.8237
"Hugo Vance",671.5235,938.4721
"Ottomore",1132.4681,763.96454
"Harwyn Plumm",976.19,902.4523
"Garrett Paege",824.5576,949.1741
"Arwood Frey",461.0415,1011.3344
"Quincy Cox",664.9875,1595.69
"Daena Targaryen",-798.4911,-1627.6082
"Elder Brother",1234.9202,880.2277
"Narbert",1284.1771,999.3027
"Gillam",1318.9445,947.97455
"Rawney",1477.6635,1276.0728
"Clement",1497.6824,1214.9255
"Bennet",1415.9442,1295.7212
"Galladon Tarth",1320.095,1075.6414
"Alysanne of Tarth",1217.2706,1147.9817
"Arianne Tarth",1212.2695,1212.8081
"Dagon Greyjoy",-253.89522,594.4567
"Moribald Chester",-846.9924,1722.0708
"Willam Wythers",1771.9489,161.22392
"Desmera Redwyne",-365.47208,-80.71923
"Manfryd Yew",1049.9851,1066.7704
"Raynard Ruttiger",1069.7062,940.1667
"Jeyne Darry",301.10794,1332.6738
"Talea",705.1583,1691.4669
"Brea",775.25616,1653.3713
"Roggo",926.1566,1484.8707
"Gyloro Dothare",111.377556,1757.0519
"Gyleno Dothare",127.08792,1831.7449
"Quill",648.153,1784.802
"Tagganaro",537.3225,1773.631
